三本松 優希,EZHx4I@wiicom.com,tJSLAPvs,71,,31,5,役者,TRUE,朕は酸っぱいワインが好きよ！,14,825,912,241,14,16
二宮 進,eYc7sCtaotlRNkhtTNUx@bezew.ne.jp,q2UwQhQu,98,0,5,8,公務員,FALSE,私は渋いワインが好きよ！,15,591,229,782,15,17
四条 宇宙,bgBX6UQ53R4sGRsFZ@hero.ne.jp,JuKFoLus,72,1,19,27,システムエンジニア,,俺は酸っぱいワインが好き。,16,630,12,912,16,18
七井 宇宙,6bQGavG5Y5Z@tukuba.ac.jp,F0ofK5v3,50,1,46,10,,FALSE,ミーは甘いワインが好き。,17,13,588,208,17,19
猪狩 塔哉,goMnN1iiScg8@wiicom.com,gh4eABVb,,1,24,39,政治家,FALSE,朕は辛いワインが好きですわ。,18,769,264,170,18,20
七井 進,fymRqLWOq@goole.com,TkWx1ZYk,50,0,41,2,漁師,FALSE,僕は美味しいワインが好きよ！,19,516,151,760,19,21
一之瀬 守,JUirSnabm6J6yFJwmp8@goole.com,L0ZnWekU,68,0,24,18,商社マン,TRUE,ミーは渋いワインが好き。,20,54,112,409,20,22
七井 中,BVvhppTC@bodafone.ne.jp,tAUNORmG,80,1,28,11,銀行員,TRUE,朕は甘いワインが好き。,21,431,131,751,21,23
八島 中,9Qf5C5ot@ibarakgi.ac.jp,gWxSRjBU,49,1,33,39,小説家,FALSE,ミーは美味しいワインが好きですわ。,22,453,177,746,22,24
猪狩 権三,_aHVBs2zNo@bodafone.ne.jp,ASFOgaFt,30,1,5,45,漁師,TRUE,ミーは酸っぱいワインが好きですわ。,23,834,289,728,23,25
三本松 進,8B27wQ-Gj@yafoo.co.jp,yM6o1KCB,82,0,17,42,,TRUE,,24,603,793,582,24,26
三本松 進,fJ72wYcfBbt1a@yafoo.co.jp,5cxVcVJ8,51,1,35,47,医者,FALSE,ミーは辛いワインが好きよ！,25,925,591,205,25,27
二宮 賢二,3ArcXRNr4yIbuh_cwYs@yafoo.co.jp,998x3gXM,50,1,30,32,プロ野球選手,,僕は美味しいワインが好きぞ！,26,468,736,946,26,28
五十嵐 宇宙,dcMK0U5AkJdzZww@dokoka.ne.jp,W2zFtgVA,,0,14,12,,FALSE,我は辛いワインが好きですわ。,27,181,168,573,27,29
八島 権三,qUb8jC9pmYxFbgolIO@hero.ne.jp,07KiwiVi,21,1,20,11,猟師,TRUE,朕は甘いワインが好きよ！,28,956,573,55,28,30
三本松 優希,Nw3igMIwvXGAb@hero.ne.jp,RfpbFHm2,87,1,45,39,無職,FALSE,俺は辛いワインが好きですわ。,29,631,465,817,29,31
三本松 宇宙,Iz5Ooo6IAzfhevIv@tukuba.ac.jp,Ld71BwCC,23,0,7,21,銀行員,FALSE,俺は酸っぱいワインが好き。,30,276,140,591,30,32
一之瀬 権三,q5IWuiGyCxAK7Kj@bodafone.ne.jp,Df9H0tE8,57,,2,16,猟師,FALSE,僕は渋いワインが好きよ！,31,919,312,262,31,33
一之瀬 賢二,SuKMBw0SnGZe1jQ@tukuba.ac.jp,1qBqPLNl,61,0,9,46,猟師,FALSE,,32,822,105,171,32,34
七井 宇宙,FyKAv@bezew.ne.jp,PsN4R69u,66,0,47,3,料理人,FALSE,俺は美味しいワインが好きよ！,33,717,787,469,33,35
六本木 優希,8mEYRQ@bodafone.ne.jp,bNZH41ba,47,1,25,47,無職,FALSE,俺は苦いワインが好きぞ！,34,510,21,314,34,36
一之瀬 瑞穂,tDWgfqu3q@bezew.ne.jp,JqBr5xj5,30,1,1,47,大学生,TRUE,僕は渋いワインが好きですわ。,35,571,845,512,35,37
五十嵐 一,bA6AWNo7sFnowyI@bezew.ne.jp,a37v0LVY,72,0,40,46,帝王,FALSE,僕は渋いワインが好きぞ！,36,149,184,166,36,38
四条 守,P_1DoJv@hero.ne.jp,ST4uJFuc,20,1,29,12,システムエンジニア,TRUE,我は苦いワインが好き。,37,317,455,975,37,39
四条 優希,aFBMH@dokoka.ne.jp,YyhXY5MU,81,0,35,7,,FALSE,ミーは苦いワインが好き。,38,113,264,455,38,40
三本松 瑞穂,VR9v_PeoEejyps0u@hero.ne.jp,TMrvnyQz,48,1,7,16,小説家,FALSE,朕は苦いワインが好きよ！,39,705,104,264,39,41
五十嵐 中,zck6czIekCkI_@goole.com,Cqqxx58h,56,1,3,34,漁師,FALSE,我は酸っぱいワインが好き。,40,648,599,505,40,42
二宮 瑞穂,fcjEbQf@yafoo.co.jp,aC43Kkcf,93,0,33,9,,,,41,411,673,64,41,43
猪狩 瑞穂,WwpKF116cYfKU@wiicom.com,YHb8gAlC,94,1,14,25,マフィア,TRUE,私は酸っぱいワインが好きです。,42,76,691,682,42,44
七井 一,kFGLBfc1iUlPk@bodafone.ne.jp,Hh5hRR6h,,1,4,22,,TRUE,,43,933,888,979,43,45
七井 優希,iAr1a@wiicom.com,mFE09IYX,86,0,24,7,帝王,FALSE,私は苦いワインが好きですわ。,44,305,277,700,44,46
六本木 守,VGBD3O1T_217NJ0QMV6_@wiicom.com,panMyQGb,78,0,27,37,政治家,FALSE,ミーは辛いワインが好きですわ。,45,628,820,984,45,47
三本松 一,EZ8FZIkKsNI53WF-n8Zk@yafoo.co.jp,AsTirnvA,,,3,6,傭兵,TRUE,我は辛いワインが好きですわ。,46,500,379,681,46,48
四条 瑞穂,7cBF44O@bezew.ne.jp,eCeLVul9,51,1,2,42,システムエンジニア,,私は苦いワインが好きです。,47,809,712,755,47,49
八島 宇宙,BUGMzc8GR1@goole.com,sGTb424X,83,1,11,10,システムエンジニア,TRUE,私は辛いワインが好きですわ。,48,164,114,155,48,50
一之瀬 優希,uFp6se-F-@wiicom.com,kle8pZCg,36,1,4,1,猟師,FALSE,朕は渋いワインが好きぞ！,49,829,756,64,49,51
五十嵐 賢二,Wm1794abPD4@wiicom.com,z2TOACxL,,1,2,30,政治家,TRUE,ミーは甘いワインが好き。,50,796,446,300,50,52
六本木 優希,kIznRxdOPdQ0eabXyK@bezew.ne.jp,gebLHMN6,66,1,32,34,大学生,TRUE,我は酸っぱいワインが好きです。,51,556,550,905,51,53
九十九 守,_GnXPmzjxw@tukuba.ac.jp,hwhkPNDY,93,,41,37,システムエンジニア,,ミーは苦いワインが好きです。,52,41,116,745,52,54
五十嵐 瑞穂,gVpC11Y@wiicom.com,5Jlzmotc,92,1,26,25,医者,FALSE,俺は苦いワインが好き。,53,385,26,870,53,55
四条 中,XxnW4ZfnkqEL9@yafoo.co.jp,o0QQgwMD,41,1,3,44,教師,FALSE,俺は美味しいワインが好き。,54,469,831,9,54,56
九十九 優希,6flh_9BvDR@wiicom.com,Aa2LRHsg,70,0,40,19,プロ野球選手,FALSE,俺は苦いワインが好き。,55,509,70,867,55,57
二宮 進,btLEUt@hardbank.ne.jp,00fPSYRU,59,1,31,24,帝王,FALSE,我は辛いワインが好きです。,56,776,136,226,56,58
八島 賢二,H0BIMs0f@dokoka.ne.jp,VgbxyAOl,53,1,26,18,,FALSE,ミーは酸っぱいワインが好きですわ。,57,915,20,75,57,59
五十嵐 瑞穂,hZTXhZ@goole.com,fDHjZO2w,40,1,28,44,医者,TRUE,,58,58,556,459,58,60
二宮 進,2NlORmtA3P5Vw@hardbank.ne.jp,6tTdC9Ez,48,0,2,41,システムエンジニア,TRUE,ミーは渋いワインが好き。,59,509,567,81,59,61
猪狩 塔哉,n0DfFactReikRVI3wO@hardbank.ne.jp,M3Ur3LSK,30,,43,31,マフィア,FALSE,我は酸っぱいワインが好きです。,60,694,847,469,60,62
二宮 優希,s4a7RiXOQUmC7@bezew.ne.jp,67y6cyXe,34,1,9,38,無職,TRUE,俺は苦いワインが好きぞ！,61,873,494,611,61,63
七井 塔哉,DvqM86NaIC9BbzmtJf@tukuba.ac.jp,lEtzXE9R,28,1,8,41,漁師,FALSE,朕は辛いワインが好きですわ。,62,789,649,722,62,64
八島 進,chNxN@yafoo.co.jp,1RxO46Qk,53,0,45,11,役者,FALSE,朕は苦いワインが好きですわ。,63,649,108,836,63,65
四条 守,F4-1d@hardbank.ne.jp,oKgajp61,80,0,4,40,大学生,TRUE,我は酸っぱいワインが好きですわ。,64,450,263,49,64,66
五十嵐 守,zPhLO3WHuyyY@dokoka.ne.jp,0vzPyZAm,41,0,1,15,料理人,TRUE,ミーは苦いワインが好きよ！,65,964,596,117,65,67
四条 守,i8yC5Aq@hero.ne.jp,BlOyRSIk,86,0,14,23,プロ野球選手,FALSE,我は甘いワインが好き。,66,492,623,326,66,68
一之瀬 中,Rl2OpDW92X@goole.com,nLmTNjZF,98,,33,41,配管工,FALSE,私は渋いワインが好きよ！,67,958,896,639,67,69
猪狩 進,tDgXiyNM@tukuba.ac.jp,DA3TCdb2,57,0,11,32,マフィア,TRUE,俺は辛いワインが好きです。,68,388,506,221,68,70
八島 権三,x_89zfirIDf5@yafoo.co.jp,7oJZX8f0,50,1,9,13,思想家,FALSE,僕は甘いワインが好きよ！,69,123,58,168,69,71
五十嵐 進,KaX0B8f6@hardbank.ne.jp,AUfqiqtB,99,0,32,6,システムエンジニア,FALSE,私は酸っぱいワインが好き。,70,483,972,632,70,72
七井 瑞穂,J9HNPoA9lW@bezew.ne.jp,eF1LOkxL,69,0,16,38,教師,FALSE,俺は辛いワインが好きですわ。,71,606,365,626,71,73
一之瀬 進,vd9QLd5w5GfrI@goole.com,hrR31srR,51,0,1,15,,TRUE,私は苦いワインが好きですわ。,72,16,71,321,72,74
九十九 一,R-figfT-7bVjaa@hardbank.ne.jp,zJado3cF,77,,38,41,傭兵,TRUE,ミーは苦いワインが好きぞ！,73,998,532,555,73,75
六本木 一,87LuWGe5t4Oa1Cf@bodafone.ne.jp,c0Q8HPzH,76,0,2,27,傭兵,FALSE,,74,734,531,420,74,76
四条 瑞穂,AS85aiqsQB7t88@goole.com,K8Ed6s42,90,0,18,16,,FALSE,朕は渋いワインが好きですわ。,75,309,967,203,75,77
六本木 瑞穂,ZvK-ySThkVk@goole.com,YCrvnfkG,74,1,3,39,公務員,TRUE,俺は酸っぱいワインが好きぞ！,76,103,971,852,76,78
六本木 守,REc0g@goole.com,u3psESCJ,26,0,30,37,傭兵,FALSE,私は渋いワインが好きぞ！,77,910,430,144,77,79
九十九 塔哉,p03I5MdYwhDMS9FMx@ibarakgi.ac.jp,hpII5c84,20,0,29,3,思想家,TRUE,,78,221,311,103,78,80
一之瀬 権三,SG7K6eEA8SQrpWweg@yafoo.co.jp,8tlCrAhC,,,40,5,帝王,FALSE,ミーは美味しいワインが好きです。,79,510,36,595,79,81
八島 瑞穂,2pBXH_Kn2Ly_CL1A6bmH@bodafone.ne.jp,QjBhtxK1,31,0,9,32,小説家,TRUE,朕は辛いワインが好きです。,80,889,850,508,80,82
八島 賢二,1FmspB4UwC4Tk6vtV@wiicom.com,i4tkPTo0,,0,19,31,プロ野球選手,TRUE,朕は渋いワインが好きぞ！,81,542,714,130,81,83
五十嵐 塔哉,fe_2W-B0bnvP@ibarakgi.ac.jp,ZW4LZujY,,0,31,36,大学生,TRUE,,82,984,71,519,82,84
七井 進,JgYvCIUR5uKhTaT@hero.ne.jp,rV4v3OVv,78,0,32,33,傭兵,TRUE,私は辛いワインが好きですわ。,83,579,991,74,83,85
四条 宇宙,g_ZgZ4Bqwwq15s@bodafone.ne.jp,Jfzrpa7U,83,0,21,35,医者,TRUE,私は甘いワインが好き。,84,793,170,786,84,86
六本木 守,efC46MWD6MlUliF5B0@bodafone.ne.jp,vbBRRYoK,55,,45,32,マフィア,TRUE,我は美味しいワインが好きよ！,85,279,531,148,85,87
六本木 宇宙,ew1nPDw@hardbank.ne.jp,wLoTW8zL,74,0,36,34,教師,TRUE,朕は美味しいワインが好き。,86,540,212,689,86,88
一之瀬 権三,UrRLraA6@yafoo.co.jp,frQmAWm6,91,1,2,9,帝王,FALSE,,87,695,295,550,87,89
一之瀬 宇宙,y1HkfKZVGNF1KLj9uXEQ@ibarakgi.ac.jp,VIplhq2o,30,0,4,2,大学生,FALSE,俺は甘いワインが好き。,88,542,308,924,88,90
三本松 瑞穂,epv_i@tukuba.ac.jp,k2t1hAbH,99,1,9,43,商社マン,TRUE,我は酸っぱいワインが好きですわ。,89,764,489,17,89,91
五十嵐 優希,IU0PucKlrRVGwKu@hero.ne.jp,NvCVEAxU,20,0,20,40,医者,TRUE,私は辛いワインが好きぞ！,90,279,569,777,90,92
六本木 塔哉,pm_z5vQFIcoje@bodafone.ne.jp,77VheF26,55,1,31,47,プロ野球選手,FALSE,私は酸っぱいワインが好きよ！,91,862,495,34,91,93
四条 賢二,KZE5HxdXhm_MfKjPmj@dokoka.ne.jp,Koazggnc,59,,14,2,マフィア,FALSE,ミーは苦いワインが好きです。,92,487,372,362,92,94
八島 一,yTrRrZ6uOw@wiicom.com,r8PikVED,59,1,40,24,プロ野球選手,FALSE,朕は甘いワインが好きです。,93,54,846,706,93,95
六本木 瑞穂,JOqMwyRg1Ivrdh-56S@wiicom.com,LZQscY5X,,1,34,25,役者,TRUE,朕は甘いワインが好きですわ。,94,907,538,889,94,96
五十嵐 瑞穂,OHLv3M1rnx9KXX8E4@ibarakgi.ac.jp,CTuwdSqf,45,1,36,23,公務員,TRUE,朕は渋いワインが好きぞ！,95,285,976,401,95,97
五十嵐 賢二,iaOIAofaqes@yafoo.co.jp,kpNIba5a,80,0,28,21,銀行員,TRUE,朕は苦いワインが好きですわ。,96,152,299,116,96,98
八島 中,LBtiaSqw@bezew.ne.jp,I9gfApTe,43,0,46,4,料理人,,私は渋いワインが好き。,97,629,652,467,97,99
八島 権三,EEqt30LSeEfWySKfHlzQ@wiicom.com,AEz8bgcP,27,,46,21,公務員,TRUE,朕は渋いワインが好きです。,98,942,485,610,98,100
一之瀬 守,37fuu-mkS7f9v3g3xfZ@hero.ne.jp,gKWJdZqp,26,,7,12,帝王,,,99,726,490,443,99,101
五十嵐 賢二,mclvzxoxLunnS@bezew.ne.jp,i893b62z,96,1,31,38,漁師,TRUE,朕は酸っぱいワインが好きぞ！,100,548,777,439,100,102
一之瀬 瑞穂,DXOCICb-t0o@yafoo.co.jp,k1SGQdle,25,1,4,33,銀行員,TRUE,,101,350,429,29,101,103
三本松 中,2Wjm12MJQlq_h@ibarakgi.ac.jp,0Koi04Ga,40,1,24,26,大学生,FALSE,我は渋いワインが好きぞ！,102,638,385,609,102,104
八島 宇宙,n6T5i4ZFzBx@hardbank.ne.jp,Mo7wNkCt,24,1,10,17,教師,FALSE,,103,354,878,572,103,105
八島 瑞穂,dcvbmvz7ewJxRMjZQbg2@bodafone.ne.jp,AxpzBorc,33,0,34,41,漁師,TRUE,朕は辛いワインが好きぞ！,104,885,686,690,104,106
七井 権三,2x3Q_q9V9di@bodafone.ne.jp,Z5QIf9EQ,24,1,33,39,商社マン,FALSE,朕は苦いワインが好きぞ！,105,560,873,766,105,107
二宮 賢二,tbclnAUzQjgt6PefVp@bodafone.ne.jp,gQSokuO4,48,1,12,25,漁師,TRUE,私は辛いワインが好き。,106,36,407,403,106,108
二宮 権三,5Lqp1QBWZH1rZOTXo_9m@hardbank.ne.jp,o0ztPg9y,99,0,37,21,漁師,FALSE,ミーは酸っぱいワインが好きです。,107,878,675,381,107,109
八島 中,eGbvLoHD_snsSuP5Ybjb@wiicom.com,iSe8u1eP,45,0,6,6,公務員,TRUE,俺は辛いワインが好きです。,108,834,839,451,108,110
九十九 中,V15Kfv7puCe@hardbank.ne.jp,2Z0aqbJj,37,0,7,21,銀行員,TRUE,僕は辛いワインが好きよ！,109,440,297,622,109,111
三本松 優希,sV2gJwOlfH@wiicom.com,VZeyEmFv,70,1,42,38,大学生,TRUE,僕は辛いワインが好きぞ！,110,261,998,568,110,112
八島 宇宙,ubmQiCCms1vG@dokoka.ne.jp,m201e3Rt,42,1,33,27,配管工,FALSE,朕は渋いワインが好きよ！,111,1,244,720,111,113
六本木 一,yY2uaeC@hero.ne.jp,pC9TUpOA,24,0,29,18,無職,TRUE,朕は辛いワインが好きです。,112,234,168,269,112,114
猪狩 中,0HhcPW8BwtvlsCFZGm@hero.ne.jp,I9YFjOfG,20,1,40,46,配管工,TRUE,ミーは渋いワインが好きぞ！,113,958,119,40,113,115
五十嵐 一,VKZFp7WEg@wiicom.com,OXAYJutA,33,1,33,8,小説家,FALSE,,114,959,515,858,114,116
二宮 進,cK4qe@ibarakgi.ac.jp,Vawig6zm,84,1,34,9,医者,FALSE,俺は美味しいワインが好きよ！,115,295,623,356,115,117
八島 進,JgHgWqyqIFodCNGxWvJ@bodafone.ne.jp,hntKRvZ8,71,0,24,29,銀行員,,ミーは酸っぱいワインが好きですわ。,116,18,771,607,116,118
七井 一,wFSRrDbLLr@ibarakgi.ac.jp,o2keL08L,29,1,19,27,猟師,TRUE,朕は甘いワインが好きぞ！,117,924,572,718,117,119
四条 宇宙,sJUyjZ1rIiC@bezew.ne.jp,S6OTdyq2,95,0,1,43,プロ野球選手,TRUE,私は辛いワインが好きですわ。,118,402,347,8,118,120
七井 塔哉,StYL0bKJPn4b4ij@bezew.ne.jp,jSCubfTA,,1,3,45,配管工,FALSE,僕は美味しいワインが好きです。,119,715,760,217,119,121
七井 賢二,Q8Gq_qqIoXJ@goole.com,zvrygOUL,39,1,9,21,公務員,TRUE,私は甘いワインが好きよ！,120,898,482,608,120,122
五十嵐 賢二,Rrf9XxxbgWYXs8aU@hardbank.ne.jp,RN40Zecs,39,1,35,37,料理人,TRUE,俺は苦いワインが好きよ！,121,777,347,524,121,123
一之瀬 守,KXWGvyvM79MOfVos@ibarakgi.ac.jp,yNxyRkOA,,,17,21,傭兵,TRUE,ミーは酸っぱいワインが好きです。,122,296,294,367,122,124
七井 進,n2Yrp1o@dokoka.ne.jp,hu1tcDaD,89,0,41,44,漁師,TRUE,ミーは辛いワインが好きです。,123,876,61,148,123,125
五十嵐 宇宙,HW7mYGiZ6Bbmh@ibarakgi.ac.jp,nTwWhM6C,40,0,40,20,プロ野球選手,FALSE,我は甘いワインが好きです。,124,470,727,729,124,126
六本木 進,irovGMe26BuENjh@ibarakgi.ac.jp,rAvcKAsG,87,1,14,42,,TRUE,僕は甘いワインが好きです。,125,76,899,91,125,127
猪狩 進,MvsbN@bodafone.ne.jp,nrH2F9DY,63,1,12,43,役者,TRUE,ミーは甘いワインが好きぞ！,126,798,124,282,126,128
一之瀬 一,rUcGfYzD7G_@ibarakgi.ac.jp,UZQZnm4O,26,1,15,45,医者,FALSE,我は渋いワインが好きですわ。,127,400,172,950,127,129
六本木 瑞穂,oSxgrRyf3GmW_sv@yafoo.co.jp,lCUYdjKQ,,0,1,38,無職,FALSE,僕は苦いワインが好きです。,128,871,206,178,128,130
猪狩 守,vmQq7yjdicX@bodafone.ne.jp,sVFShiHv,60,1,44,25,無職,TRUE,私は美味しいワインが好きよ！,129,54,951,121,129,131
三本松 賢二,DtJY4R0drgTSPyUf2lb@hero.ne.jp,JUs1YLFC,76,0,16,37,無職,,俺は渋いワインが好きよ！,130,301,573,388,130,132
八島 権三,2i_ZbviUVGlNCDj8Jme@bezew.ne.jp,irSHMBol,92,0,30,4,教師,TRUE,ミーは辛いワインが好きですわ。,131,398,792,602,131,133
八島 守,NH9-g-OCRMd_bF8ic0@bezew.ne.jp,u5AXHfpF,73,1,28,37,大学生,FALSE,僕は辛いワインが好きぞ！,132,915,648,827,132,134
六本木 塔哉,RMUCAgeIxvLLJvLJ@wiicom.com,0Kpu4kMa,40,1,47,39,,,,133,901,356,264,133,135
八島 守,VxLb2B6B-Vl-U@tukuba.ac.jp,2cuc7Iep,33,1,21,44,商社マン,FALSE,私は辛いワインが好きです。,134,407,201,340,134,136
三本松 賢二,hPtpSDG7KsHA@goole.com,0WSnkTDF,67,1,23,33,システムエンジニア,TRUE,俺は甘いワインが好きぞ！,135,835,652,256,135,137
四条 権三,rmASVC-qjbc1q-PCG2GJ@hero.ne.jp,CWJAmCPJ,43,0,38,31,,FALSE,我は渋いワインが好きぞ！,136,342,379,526,136,138
猪狩 瑞穂,VXb5EWImkr5jzx@tukuba.ac.jp,Q62LEeKC,73,0,40,18,,FALSE,我は渋いワインが好きですわ。,137,66,328,558,137,139
八島 一,FNG6KhgubXRHOug-c@ibarakgi.ac.jp,bfDcy2Zi,47,0,28,13,傭兵,FALSE,僕は酸っぱいワインが好きぞ！,138,786,276,691,138,140
五十嵐 進,V9SyC1j@bodafone.ne.jp,JDuFxana,,1,32,44,漁師,,朕は苦いワインが好きぞ！,139,468,59,421,139,141
二宮 中,eozE5JLpXd3a@goole.com,ojYlDl8w,57,1,14,39,無職,FALSE,我は美味しいワインが好きよ！,140,268,431,112,140,142
四条 塔哉,GXHhtUdQOF3M@tukuba.ac.jp,8PzeDwmA,92,1,40,5,医者,FALSE,我は甘いワインが好き。,141,156,377,191,141,143
二宮 瑞穂,FCETeI64qDkEc4cPsw3@bezew.ne.jp,tgh53FBV,26,1,32,7,医者,FALSE,ミーは渋いワインが好きです。,142,392,230,97,142,144
一之瀬 塔哉,wyaKdLz0S7x65GNqEgy@tukuba.ac.jp,c6SDqriM,69,0,35,46,猟師,TRUE,我は苦いワインが好き。,143,769,741,361,143,145
八島 塔哉,WDu1ozJbWe51aEgRu7k@bodafone.ne.jp,MDMi5bxH,41,1,11,7,,FALSE,俺は苦いワインが好き。,144,498,837,904,144,146
七井 宇宙,e8YXzX7Ragcn2Kx_9LtR@tukuba.ac.jp,ICQ9wf9P,,1,30,13,思想家,FALSE,俺は渋いワインが好きぞ！,145,754,326,823,145,147
猪狩 一,5FPu5qa_3CtUeFkZM@tukuba.ac.jp,g8BayHxu,64,1,17,23,銀行員,TRUE,僕は辛いワインが好き。,146,445,119,754,146,148
六本木 進,j4DvDcd5k_xhhFUuC@hero.ne.jp,JuoxQfmM,31,1,7,3,,TRUE,私は渋いワインが好き。,147,339,880,777,147,149
六本木 賢二,6G91OrDoZPm5oAson@bodafone.ne.jp,JYEk5awr,46,1,24,23,プロ野球選手,,朕は美味しいワインが好きぞ！,148,74,888,330,148,150
七井 塔哉,MG1QGyVlHveSnEbU@wiicom.com,zZm0MszO,36,0,15,28,銀行員,TRUE,,149,670,720,944,149,151
三本松 進,gfyOC@dokoka.ne.jp,K6GHfSUn,74,0,17,39,,FALSE,我は辛いワインが好き。,150,383,234,289,150,152
五十嵐 塔哉,29CyePPKOqdGWQX@hardbank.ne.jp,FgRGUc3i,92,0,20,30,傭兵,TRUE,我は渋いワインが好きです。,151,648,17,586,151,153
六本木 進,YmQ6ekgYLGXoLgkFiB@wiicom.com,M5yhZfrs,24,1,38,15,商社マン,FALSE,俺は辛いワインが好きよ！,152,746,524,945,152,154
七井 瑞穂,2xxQPzy6iVrsqO@ibarakgi.ac.jp,SrIRSFnz,65,1,5,35,,TRUE,私は酸っぱいワインが好きぞ！,153,754,590,574,153,155
九十九 瑞穂,D97TxdVjF@wiicom.com,Q2pznDhg,95,1,21,1,医者,TRUE,,154,154,439,901,154,156
七井 賢二,aZFcqfeJlJAB@dokoka.ne.jp,7qi30xyZ,62,0,43,41,猟師,FALSE,僕は渋いワインが好きぞ！,155,500,852,474,155,157
猪狩 守,gh3X2sk3glP8rfqFwgc8@dokoka.ne.jp,LFz8XTBr,82,1,25,24,公務員,TRUE,ミーは苦いワインが好きよ！,156,821,221,962,156,158
五十嵐 進,THC6PPv71kbR2Vw8lio@bodafone.ne.jp,ldMhSRK8,25,0,22,14,プロ野球選手,FALSE,僕は酸っぱいワインが好きですわ。,157,359,767,128,157,159
二宮 塔哉,KW9RzAER@bodafone.ne.jp,knjSzCML,26,0,11,10,公務員,TRUE,ミーは苦いワインが好きですわ。,158,871,24,326,158,160
一之瀬 守,VjwNW74OY9C@wiicom.com,bEqYeMnK,46,1,28,26,大学生,FALSE,朕は酸っぱいワインが好きですわ。,159,360,780,126,159,161
五十嵐 塔哉,pQv9UvSFaB0@yafoo.co.jp,L9fux1AX,39,1,21,28,公務員,,僕は渋いワインが好きよ！,160,73,530,298,160,162
六本木 瑞穂,58vO8LNp@hardbank.ne.jp,UWh5LGwL,90,0,47,14,小説家,FALSE,俺は甘いワインが好きよ！,161,498,143,662,161,163
九十九 守,qWU02ume97W-W1byejNw@wiicom.com,ACnqg6KD,,0,15,38,帝王,TRUE,僕は酸っぱいワインが好き。,162,859,361,254,162,164
五十嵐 賢二,GWvt7gXhV-pINEvRN@ibarakgi.ac.jp,Ky04GK4c,52,,16,41,医者,FALSE,我は辛いワインが好きよ！,163,848,81,939,163,165
八島 塔哉,Ky7YXY@wiicom.com,wU82VuMS,27,0,13,12,マフィア,FALSE,僕は美味しいワインが好き。,164,113,130,782,164,166
五十嵐 瑞穂,7NJwLRbZdQI@ibarakgi.ac.jp,1P3kP2H1,22,1,1,35,大学生,FALSE,俺は甘いワインが好きです。,165,299,611,672,165,167
六本木 守,245aO6q6@bezew.ne.jp,2w1beFYV,24,0,24,36,,TRUE,,166,58,87,669,166,168
二宮 賢二,o4ixoiV1ef2bhi@wiicom.com,bH0Q2Sax,29,1,27,6,猟師,FALSE,ミーは渋いワインが好きです。,167,447,944,816,167,169
四条 宇宙,4jW6oyfKl744Hf76h@yafoo.co.jp,FOppBEiC,,1,30,19,,FALSE,私は渋いワインが好きですわ。,168,781,792,919,168,170
八島 賢二,Sr3lgxTBDmYWq51WT@bodafone.ne.jp,L0NdOCkE,,1,41,7,配管工,,俺は苦いワインが好きぞ！,169,558,871,282,169,171
